,title,author,year,url,abstract,Unnamed: 0
227,"Zero-shot learning-the good, the bad and the ugly","['Y Xian', 'B Schiele', 'Z Akata']",2017,http://openaccess.thecvf.com/content_cvpr_2017/html/Xian_Zero-Shot_Learning_-_CVPR_2017_paper.html,"We start by formalizing the zero-shot learning task and then we describe the zero-shot  learning methods that we evaluate in this work. Given a training set S = {(xn,yn),n = 1...N}, with yn",
228,An overview of multi-task learning,"['Y Zhang', 'Q Yang']",2018,https://academic.oup.com/nsr/article-abstract/5/1/30/4101432,"As a promising area in machine learning, multi-task learning (MTL) aims to  learning’, we  give an overview of different settings in MTL, including multi-task supervised learning, multi-task",
229,A survey on multi-task learning,"['Y Zhang', 'Q Yang']",2021,https://ieeexplore.ieee.org/abstract/document/9392366/,"to play tennis and squash, we find that the skill of playing tennis can help learn to  learning  ability, Multi-Task Learning (MTL) [1], a learning paradigm in machine learning, aims to learn",
230,A brief review on multi-task learning,"['KH Thung', 'CY Wee']",2018,https://link.springer.com/article/10.1007/s11042-018-6463-x,"In this paper, we have briefly discussed the motivation of multi-task learning, review some  of the current multi-task learning (MTL) methods, and compare their formulations. In addition,",
231,A brief review of domain adaptation,"['A Farahani', 'S Voghoei', 'K Rasheed']",2021,https://link.springer.com/chapter/10.1007/978-3-030-71704-9_65,"into the domain of interest. This paper focuses on unsupervised domain adaptation,  where the labels are only available in the source domain. It addresses the categorization of",
232,Analysis of representations for domain adaptation,"['S Ben-David', 'J Blitzer', 'K Crammer']",2006,https://proceedings.neurips.cc/paper/2006/hash/b1b0432ceafb0ce714426e9114852ac7-Abstract.html,"we say domain. Unlike in inductive transfer, where the tasks we wish to perform may be  related but different, in domain adaptation we perform the same task in multiple domains. This is",
233,Universal domain adaptation,"['K You', 'M Long', 'Z Cao', 'J Wang']",2019,http://openaccess.thecvf.com/content_CVPR_2019/html/You_Universal_Domain_Adaptation_CVPR_2019_paper.html,"domain adaptation methods are good choices. In a general scenario, however, we cannot   the proper domain adaptation method because no prior knowledge about the target domain",
234,Active learning literature survey,['B Settles'],2009,https://minds.wisconsin.edu/handle/1793/60660,"This report provides a general introduction to active learning and a  active learning, a  summary of several problem setting variants, and a discussion of related topics in machine learning",
235,Active learning,['C Brame'],2016,https://www.oaa.osu.edu/sites/default/files/uploads/nfo/2019/Active-Learning-article.pdf,"Approaches that promote active learning focus more on developing students’ skills than on   They suggest a spectrum of activities to promote active learning, ranging from very simple (eg",
236,Where's the evidence that active learning works?,['J Michael'],2006,https://journals.physiology.org/doi/full/10.1152/advan.00053.2006?,The SCI approach includes such techniques as substituting active learning experiences for   with the definition of active learning previously presented. Students learning in this way are,
237,A review of applications in federated learning,"['L Li', 'Y Fan', 'M Tse', 'KY Lin']",2020,https://www.sciencedirect.com/science/article/pii/S0360835220305532,"This TTF consists of FL API and Federated Core (FC) API. In detail, FL API offers a set of   learning method to process federated training. FC API, the basic layer for federation learning,",
238,Federated learning: Opportunities and challenges,['PM Mammen'],2021,https://arxiv.org/abs/2101.05428,the opportunities and challenges in federated learning.  learn on context aware policies  using a federated learning  challenges associated with federated learning. The challenges can,
239,A survey on federated learning,"['C Zhang', 'Y Xie', 'H Bai', 'B Yu', 'W Li', 'Y Gao']",2021,https://www.sciencedirect.com/science/article/pii/S0950705121000381,"research directions of federated learning. Finally, we summarize the characteristics of  existing federated learning, and analyze the current practical application of federated learning.",
240,"Explainable AI: A brief survey on history, research areas, approaches and challenges","['F Xu', 'H Uszkoreit', 'Y Du', 'W Fan', 'D Zhao']",2019,https://link.springer.com/chapter/10.1007/978-3-030-32236-6_51,"who create the AI solutions. In recent years, the explainability and explainable AI have received   This paper first introduces the history of Explainable AI, starting from expert systems and",
241,"Explainable AI (XAI): Core ideas, techniques, and solutions","['R Dwivedi', 'D Dave', 'H Naik', 'S Singhal', 'R Omer']",2023,https://dl.acm.org/doi/abs/10.1145/3561048,This is a core motivation of explainable artificial intelligence (XAI) [14]. The prime reason  for rapid growth in XAI is the increased robustness of artificial intelligence (AI) systems in,
242,Metrics for explainable AI: Challenges and prospects,"['RR Hoffman', 'ST Mueller', 'G Klein', 'J Litman']",2018,https://arxiv.org/abs/1812.04608,"The question addressed in this paper is: If we present to a user an AI system that explains  how it works, how do we know whether the explanation works and the user has achieved a",
243,Robustness and explainability of artificial intelligence,"['R Hamon', 'H Junklewitz']",2020,https://ai-watch.ec.europa.eu/system/files/2022-01/dpad_report.pdf,The consequences will gradually become a highly debated topic in our society: AI is starting   that affect AI techniques. These vulnerabilities could strongly impact the robustness of,
244,Evaluating robustness of ai models against adversarial attacks,"['CL Chang', 'JL Hung', 'CW Tien', 'CW Tien']",2020,https://dl.acm.org/doi/abs/10.1145/3385003.3410920,", because of which Artificial Intelligence (AI) models are no longer sufficiently robust against  them. This study proposes a method to assess the robustness of AI models. Six commonly",
245,Robustness of AI-based prognostic and systems health management,"['S Khan', 'S Tsutsumi', 'T Yairi', 'S Nakasuka']",2021,https://www.sciencedirect.com/science/article/pii/S1367578821000195,"it calls for a structured evaluation of robustness in AI-based PHM applications against model   need robust AI for PHM. From this point of view, the main contributions are summarised as:",
246,The ethics of AI ethics: An evaluation of guidelines,['T Hagendorff'],2020,https://link.springer.com/article/10.1007/S11023-020-09517-8,"22 of the major AI ethics guidelines and  AI ethics, this paper does not aim at a full analysis  of every available soft-law or non-legal norm document on AI, algorithm, robot, or data ethics,",
247,The ethics of AI ethics. A constructive critique,['JC Heilinger'],2022,https://link.springer.com/article/10.1007/s13347-022-00557-9,"Instead, an ethical AI ethics will have to also have to settle  be addressed with the help  of (AI-based) technology in the first  best possible, ethical AI ethics to steer the use of AI-based",
248,The Ethics of the Ethics of AI,"['TM Powers', 'JG Ganascia']",2020,https://books.google.com/books?hl=en&lr=&id=9PQTEAAAQBAJ&oi=fnd&pg=PA27&dq=Ethics+in+AI&ots=yRnSFuSHzQ&sig=elRi8IIX-vaD7DnFFl1uYvswPUM,"will be needed to address the ethics of AI in the future. To go further and implement  ethics in AI, we will need to overcome some serious barriers to the formalization of ethics.",
249,A review on fairness in machine learning,"['D Pessach', 'E Shmueli']",2022,https://dl.acm.org/doi/abs/10.1145/3494672,"accuracy and fairness—as we pursue a higher degree of fairness, we may compromise  accuracy (eg, see [125]). A theoretical analysis of the trade-off between fairness and accuracy",
250,A survey on bias and fairness in machine learning,"['N Mehrabi', 'F Morstatter', 'N Saxena', 'K Lerman']",2021,https://dl.acm.org/doi/abs/10.1145/3457607,"Next, in Section 4, we present the different ways that the concept of fairness has been   Last, we will focus on different families of machine learning approaches, how fairness",
251,Fairness in machine learning: A survey,"['S Caton', 'C Haas']",2024,https://dl.acm.org/doi/abs/10.1145/3616865,"When Machine Learning technologies are used in contexts  to mitigate bias and promote  fairness, yet the area is complex  aim to increase the fairness of Machine Learning. It organises",
252,"Computer vision applications in construction: Current state, opportunities & challenges","['S Paneru', 'I Jeelani']",2021,https://www.sciencedirect.com/science/article/pii/S0926580521003915,and algorithms that enable computers to understand digital images  computer vision. This  review aims at providing an updated and categorized overview of computer vision applications,
253,Digital image processing and analysis: human and computer vision applications with CVIPtools,['SE Umbaugh'],2010,https://books.google.com/books?hl=en&lr=&id=UQTMw5uoGHgC&oi=fnd&pg=PP1&dq=Computer+Vision+Applications&ots=46vAA8wFH1&sig=2FQ27pCav-juCeMuJ0zxbyp28Yk,"of imaging applications. It includes two new software tools, the Computer Vision and Image   images and develop computer vision and human consumption applications as well as all",
254,Computer vision: algorithms and applications,['R Szeliski'],2022,https://books.google.com/books?hl=en&lr=&id=QptXEAAAQBAJ&oi=fnd&pg=PR9&dq=Computer+Vision+Applications&ots=BNwiv4Ywsp&sig=_1lkQLbxcW-Wf_pZn0Su46MrDI8,Our decision to focus on the applications of computer vision to fun  computer vision syllabus  and project-oriented course structure that I used to co-teach general computer vision courses,
255,Facial recognition 1990,['A Benton'],1990,https://www.sciencedirect.com/science/article/pii/S0010945213802997,covert recognition studies of prosopagnosic patients have described a new dimension in  facial  of developmental prosopagnosia and novel applications of test of facial discrimination.,
256,Facial-recognition algorithms: A literature review,"['P Kaur', 'K Krishan', 'SK Sharma']",2020,https://journals.sagepub.com/doi/abs/10.1177/0025802419893168,"face recognition and attempts to discuss their advantages and disadvantages. Initially, we  present the basics of face-recognition  Then, face-recognition methods with their advantages",
257,Mechanisms of human facial recognition,['RJ Baron'],1981,https://www.sciencedirect.com/science/article/pii/S0020737381800016,"computer program for face recognition which demonstrates  face recognition experiments  which support the theory to be discussed. After a brief discription of computer facial recognition,",
258,Object detection in 20 years: A survey,"['Z Zou', 'K Chen', 'Z Shi', 'Y Guo', 'J Ye']",2023,https://ieeexplore.ieee.org/abstract/document/10028728/,"| Object detection, as of one the most fundamental and  of object detection and  its profound impact on the entire computer vision field. If we consider today’s object detection",
259,Object detection with deep learning: A review,"['ZQ Zhao', 'P Zheng', 'S Xu', 'X Wu']",2019,https://ieeexplore.ieee.org/abstract/document/8627998/,"In this paper, we provide a review of deep learning-based object detection frameworks object  detection architectures along with some modifications and useful tricks to improve detection",
260,A trainable system for object detection,"['C Papageorgiou', 'T Poggio']",2000,https://link.springer.com/article/10.1023/a:1008162616689,"trainable object detection system as applied to the domains of face, people, and car detection,   on the scene structure or the number of objects present and does not use any motion or",
261,Image segmentation using deep learning: A survey,"['S Minaee', 'Y Boykov', 'F Porikli', 'A Plaza']",2021,https://ieeexplore.ieee.org/abstract/document/9356353/,"reality, and image compression, among others, and numerous segmentation algorithms are   new image segmentation approaches leveraging DL models. We provide a comprehensive",
